0.523120,-0.304479,0.202438,2.479316,-0.103718,1.643376,#TechStartPoint
0.523120,-0.304479,0.202438,2.549316,-0.103718,1.643376,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.546918,-0.085012,1.632464,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.537726,-0.068129,1.622650,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.522717,-0.054726,1.614878,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.503455,-0.046119,1.609894,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.481900,-0.043153,1.608178,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.460192,-0.046119,1.609894,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.440427,-0.054726,1.614878,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.424464,-0.068129,1.622650,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.413771,-0.085012,1.632464,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.409316,-0.103718,1.643376,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.411506,-0.122411,1.654331,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.420154,-0.139262,1.664256,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.434490,-0.152625,1.672166,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.453207,-0.161200,1.677262,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.474554,-0.164154,1.679021,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.496470,-0.161200,1.677262,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.516780,-0.152625,1.672166,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.533416,-0.139262,1.664256,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.544654,-0.122411,1.654331,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.549316,-0.103718,1.643376,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.546918,-0.085012,1.632464,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.537726,-0.068129,1.622650,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.522717,-0.054726,1.614878,#TechAcupointTwist
0.523120,-0.304479,0.202438,2.503455,-0.046119,1.609894,#TechAcupointTwist
